2019-02-22 21:48:09,586 [localhost-startStop-1] INFO  [org.springframework.web.servlet.DispatcherServlet] - FrameworkServlet 'app': initialization started
2019-02-22 21:48:09,590 [localhost-startStop-1] INFO  [org.springframework.web.context.support.XmlWebApplicationContext] - Refreshing WebApplicationContext for namespace 'app-servlet': startup date [Fri Feb 22 21:48:09 CST 2019]; parent: Root WebApplicationContext
2019-02-22 21:48:09,591 [localhost-startStop-1] INFO  [org.springframework.beans.factory.xml.XmlBeanDefinitionReader] - Loading XML bean definitions from ServletContext resource [/WEB-INF/app-servlet.xml]
2019-02-22 21:48:09,714 [localhost-startStop-1] INFO  [org.springframework.beans.factory.annotation.AutowiredAnnotationBeanPostProcessor] - JSR-330 'javax.inject.Inject' annotation found and supported for autowiring
2019-02-22 21:48:09,875 [localhost-startStop-1] INFO  [org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping] - Mapped "{[/delete.do]}" onto public com.coco.common.ServerResponse com.coco.controller.DeleteFootsConroller.deAllFoots(javax.servlet.http.HttpSession)
2019-02-22 21:48:09,877 [localhost-startStop-1] INFO  [org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping] - Mapped "{[/findFoots.do]}" onto public com.coco.common.ServerResponse com.coco.controller.FindFootsController.findFoots(javax.servlet.http.HttpSession)
2019-02-22 21:48:09,878 [localhost-startStop-1] INFO  [org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping] - Mapped "{[/goodsDetails.do]}" onto public com.coco.common.ServerResponse com.coco.controller.GoodsDetailsController.getGoods(java.lang.Integer,javax.servlet.http.HttpSession)
2019-02-22 21:48:09,976 [localhost-startStop-1] INFO  [org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter] - Looking for @ControllerAdvice: WebApplicationContext for namespace 'app-servlet': startup date [Fri Feb 22 21:48:09 CST 2019]; parent: Root WebApplicationContext
2019-02-22 21:48:10,016 [localhost-startStop-1] INFO  [org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter] - Looking for @ControllerAdvice: WebApplicationContext for namespace 'app-servlet': startup date [Fri Feb 22 21:48:09 CST 2019]; parent: Root WebApplicationContext
2019-02-22 21:48:10,121 [localhost-startStop-1] INFO  [org.springframework.web.servlet.DispatcherServlet] - FrameworkServlet 'app': initialization completed in 535 ms
2019-02-22 21:48:49,237 [http-bio-8080-exec-3] WARN  [org.springframework.web.servlet.PageNotFound] - No mapping found for HTTP request with URI [/fidelete.do] in DispatcherServlet with name 'app'
